4,0.113531,0.0933275
7,0.113586,0.0894647
10,0.125771,0.0854302
13,0.139314,0.0842207
16,0.142295,0.0852429
19,0.148347,0.0700883
22,0.148733,0.0613677
25,0.150314,0.0622925
28,0.15132,0.064575
31,0.1634,0.0695577
34,0.167922,0.0749109
37,0.173795,0.0788128
40,0.180131,0.0826795
43,0.182429,0.0806661
46,0.184938,0.0795658
49,0.18797,0.0832413
52,0.190112,0.0781729
55,0.190401,0.0791756
58,0.195259,0.0862379
61,0.202165,0.0922077
64,0.201345,0.0936162
67,0.205762,0.0733151
70,0.200389,0.0642239
73,0.203288,0.0587574
76,0.200214,0.0659836
79,0.211369,0.0647662
82,0.21721,0.0648638
85,0.221904,0.070022
88,0.23716,0.0797453
91,0.252732,0.098911
94,0.266982,0.113648
97,0.268066,0.123465
100,0.282144,0.10776
103,0.287486,0.109723
106,0.281582,0.110488
109,0.277302,0.111756
112,0.278945,0.114979
115,0.28898,0.114877
118,0.295699,0.121116
121,0.305134,0.133052
124,0.308805,0.142947
127,0.307962,0.151664
130,0.31449,0.162187
133,0.319598,0.162561
136,0.321541,0.146236
139,0.330893,0.1445
142,0.337054,0.141355
145,0.336719,0.123805
148,0.338213,0.111537
151,0.332247,0.100273
154,0.328342,0.0850557
157,0.323269,0.0890706
160,0.319449,0.0776929
163,0.314697,0.0855083
166,0.311696,0.0724801
169,0.309437,0.0647194
172,0.307284,0.0776266
175,0.303717,0.0682076
178,0.29957,0.0707477
181,0.29923,0.0521282
184,0.296136,0.0441334
187,0.293904,0.0430721
190,0.295761,0.0222286
193,0.294294,0.0257208
196,0.291204,0.0158492
199,0.290853,0.0151312
202,0.28781,0.0168051
205,0.288582,0.0103281
208,0.287919,0.00901709
211,0.287642,0.00566543
214,0.288582,0.0157516
217,0.285539,0.0102071
220,0.291602,0.00829136
223,0.291134,0.0109563
226,0.290295,0.00701936
229,0.291235,0.00745247
232,0.291071,0.0131023
235,0.29374,0.0199812
238,0.290771,0.0232431
241,0.289803,0.0245541
244,0.291676,0.0182488
247,0.288949,0.0160911
250,0.289796,0.0155214
253,0.288176,0.00829916
256,0.292457,0.00854107
259,0.293811,0.00857229
262,0.293054,0.00674234
265,0.29216,0.00557179
268,0.289917,0.00797531
271,0.289062,0.0092551
274,0.287685,0.00828355
277,0.285964,0.0137227
280,0.281801,0.00916536
283,0.290295,0.0195676
286,0.297283,0.0288266
289,0.303487,0.038308
292,0.308403,0.0392952
295,0.31229,0.0371492
298,0.302859,0.0436691
301,0.29486,0.029646
304,0.286881,0.0231065
307,0.284871,0.017527
310,0.286908,0.0217331
313,0.294634,0.0295406
316,0.298364,0.0189082
319,0.2947,0.0154356
322,0.288161,0.0138085
325,0.288563,0.0135393
328,0.28946,0.00592295
331,0.289398,0.00749148
334,0.289,0.00507626
337,0.288122,0.00626631
340,0.288551,0.00759293
343,0.288262,0.0138944
346,0.289097,0.0175348
349,0.294091,0.0174879
352,0.295933,0.0263255
355,0.297123,0.0221584
358,0.299515,0.0244878
361,0.300927,0.0218189
364,0.300857,0.0217487
367,0.300409,0.0226773
370,0.303347,0.0228724
373,0.303862,0.023247
376,0.303639,0.0250887
379,0.300592,0.0250887
382,0.299312,0.0264465
385,0.299191,0.0231924
388,0.303097,0.0270942
391,0.310545,0.036002
394,0.316203,0.0508914
397,0.323043,0.0487532
400,0.32492,0.0502632
403,0.325224,0.0519058
406,0.328884,0.05031
409,0.338159,0.0626788
412,0.354566,0.0846108
415,0.370626,0.0909201
418,0.382897,0.10739
421,0.394926,0.112961
424,0.407876,0.12279
427,0.420729,0.135096
430,0.435989,0.136029
433,0.451701,0.148515
436,0.461436,0.147227
439,0.466282,0.151905
442,0.47272,0.156006
445,0.472459,0.162245
448,0.490727,0.152955
451,0.489073,0.156002
454,0.495722,0.156291
457,0.498945,0.152276
460,0.497579,0.140454
463,0.500736,0.128974
466,0.503439,0.106828
469,0.50095,0.088458
472,0.509195,0.0792381
475,0.512983,0.0624446
478,0.512675,0.0538919
481,0.513178,0.0479884
484,0.517638,0.035885
487,0.515192,0.0191891
490,0.515855,0.00422176
493,0.516226,0.00599709
496,0.519144,0.00565373
499,0.521747,0.00229037
502,0.516425,0
505,0.523659,0.0066565
508,0.532434,0.0169222
511,0.543804,0.0292207
514,0.553277,0.039104
517,0.562603,0.0514181
520,0.591234,0.0612351
523,0.591562,0.0678369
526,0.596104,0.072168
529,0.596747,0.0731551
532,0.599092,0.0826131
535,0.59722,0.0843143
538,0.598667,0.0949546
541,0.59491,0.090647
544,0.59576,0.0930037
547,0.591827,0.101174
550,0.591714,0.0985169
553,0.590719,0.0968587
556,0.586474,0.0792888
559,0.584812,0.0733541
562,0.584585,0.0774549
565,0.58466,0.0653047
568,0.581928,0.0619959
571,0.577781,0.0549688
574,0.575865,0.0306253
577,0.577441,0.0148386
580,0.581402,0.0238089
583,0.587551,0.0276327
586,0.594145,0.0372116
589,0.597742,0.0323148
592,0.602659,0.0341916
595,0.612917,0.0466969
598,0.616257,0.039143
601,0.620876,0.0413046
604,0.627123,0.0453079
607,0.637244,0.0395137
610,0.645903,0.0555579
613,0.658131,0.0622691
616,0.662076,0.066007
619,0.666477,0.0722577
622,0.678857,0.0763078
625,0.680157,0.0642395
628,0.68304,0.0594559
631,0.688713,0.056272
634,0.690844,0.0593349
637,0.691569,0.0563344
640,0.690504,0.0436418
643,0.690547,0.0384992
646,0.691679,0.0366849
649,0.694156,0.0357016
652,0.698062,0.0388933
655,0.698792,0.0384563
658,0.69535,0.0413241
661,0.697375,0.0432009
664,0.70187,0.0459595
667,0.70555,0.0487142
670,0.709221,0.0573957
673,0.712943,0.0559013
676,0.713782,0.0540245
679,0.713236,0.0595183
682,0.710122,0.0604625
685,0.709884,0.0600294
688,0.708492,0.0565685
691,0.709221,0.0475631
694,0.708117,0.0428497
697,0.706396,0.0406335
700,0.706818,0.0303483
703,0.706868,0.026505
706,0.707356,0.0245034
709,0.706841,0.0198915
712,0.708394,0.0158687
715,0.710122,0.0135939
718,0.71235,0.0167193
721,0.715031,0.00927852
724,0.714922,0.00583321
727,0.711984,0.00658626
730,0.712737,0.00440905
733,0.715593,0.00612195
736,0.71475,0.00267274
739,0.716861,0.00693743
742,0.715386,0.00917707
745,0.713634,0.00493189
748,0.717477,0.00921609
751,0.711644,0.00525574
754,0.715023,0.00250106
757,0.711976,0.00487727
760,0.713131,0.00206016
763,0.716342,0.00632874
766,0.714208,0.00335166
769,0.71175,0.0017207
772,0.711059,0.00250887
775,0.713263,0
778,0.711055,0
781,0.716334,0.00457683
784,0.718363,0.00897808
787,0.714461,0.00379647
790,0.712034,0
793,0.709061,0
796,0.704925,0
799,0.706287,0.00220843
802,0.709756,0.00879469
805,0.711285,0.0101018
808,0.71079,0.0208201
811,0.712011,0.0190057
814,0.715367,0.0127316
817,0.717001,0.0124
820,0.722046,0.0168246
823,0.721258,0.0123219
826,0.723143,0.011284
829,0.724665,0.0148815
832,0.724668,0.0150805
835,0.721637,0.0125365
838,0.719307,0.00196651
841,0.720213,0.0114635
844,0.722,0.00239571
847,0.724559,0.00274688
850,0.724181,0.00939947
853,0.721711,0
856,0.722113,0.006239
859,0.720634,0.0120176
862,0.720849,0.00671893
865,0.72333,0.00417104
868,0.722839,0.0132193
871,0.718102,0.00826795
874,0.71747,0
877,0.71763,0.00755391
880,0.719463,0.0221779
883,0.721488,0.00442466
886,0.72372,0.00415933
889,0.72324,0.00926291
892,0.723346,0.0108978
895,0.719783,0.00808456
898,0.719023,0.00691011
901,0.719241,0.00419445
904,0.718944,0.00180264
907,0.719479,0
910,0.721266,0.011526
