Time, Queue Output, Queue Baseline
0.266667,0.112345,0.113781
0.466667,0.11238,0.114066
0.666667,0.120976,0.125116
0.866667,0.135307,0.138413
1.06667,0.139213,0.14173
1.26667,0.142533,0.14647
1.46667,0.145171,0.147399
1.66667,0.149201,0.150329
1.86667,0.146544,0.151543
2.06667,0.160111,0.16347
2.26667,0.167138,0.16779
2.46667,0.171075,0.174325
2.66667,0.176175,0.179936
2.86667,0.1793,0.183151
3.06667,0.182074,0.185375
3.26667,0.184552,0.187147
3.46667,0.186682,0.189062
3.66667,0.187428,0.191587
3.86667,0.192531,0.196394
4.06667,0.199902,0.202016
4.26667,0.198723,0.201361
4.46667,0.201775,0.206039
4.66667,0.197939,0.20124
4.86667,0.201057,0.203807
5.06667,0.198583,0.202055
5.26667,0.209317,0.211065
5.46667,0.214272,0.217553
5.66667,0.21705,0.221674
5.86667,0.235759,0.238178
6.06667,0.250848,0.252888
6.26667,0.263095,0.267649
6.46667,0.263579,0.269409
6.66667,0.27722,0.282468
6.86667,0.282792,0.28923
7.06667,0.276627,0.283779
7.26667,0.270626,0.277251
7.46667,0.274551,0.279405
7.66667,0.285675,0.289522
7.86667,0.290521,0.295305
8.06667,0.300924,0.306757
8.26667,0.303737,0.309152
8.46667,0.301591,0.307982
8.66667,0.308872,0.315259
8.86667,0.312953,0.319933
9.06667,0.31554,0.322965
9.26667,0.325439,0.332005
9.46667,0.329539,0.337308
9.66667,0.333863,0.337718
9.86667,0.331225,0.336204
10.0667,0.328299,0.333012
10.2667,0.322192,0.32737
10.4667,0.31623,0.322754
10.6667,0.312766,0.318314
10.8667,0.307943,0.314272
11.0667,0.305539,0.311021
11.2667,0.302781,0.309074
11.4667,0.303116,0.307299
11.6667,0.298181,0.303319
11.8667,0.295808,0.299187
12.0667,0.295122,0.299035
12.2667,0.291945,0.295527
12.4667,0.290077,0.293939
12.6667,0.289874,0.294778
12.8667,0.290225,0.294977
13.0667,0.289007,0.292921
13.2667,0.288262,0.292328
13.4667,0.2863,0.28985
13.6667,0.285586,0.28946
13.8667,0.28447,0.288629
14.0667,0.283775,0.287934
14.2667,0.284696,0.289
14.4667,0.281781,0.28644
14.6667,0.288387,0.29248
14.8667,0.287439,0.291189
15.0667,0.287216,0.290947
15.2667,0.287146,0.290943
15.4667,0.287419,0.290771
15.6667,0.289429,0.293003
15.8667,0.287763,0.290974
16.0667,0.286003,0.290077
16.2667,0.287177,0.291704
16.4667,0.28493,0.288883
16.6667,0.283358,0.287872
16.8667,0.283459,0.287817
17.0667,0.288742,0.293214
17.2667,0.28827,0.292983
17.4667,0.289495,0.294049
17.6667,0.289464,0.29406
17.8667,0.284969,0.28985
18.0667,0.285476,0.290026
18.2667,0.283026,0.28779
18.4667,0.282039,0.28644
18.6667,0.278527,0.282273
18.8667,0.286725,0.290673
19.0667,0.295695,0.299273
19.2667,0.300572,0.305426
19.4667,0.305727,0.310026
19.6667,0.310569,0.31472
19.8667,0.29971,0.303963
20.0667,0.291583,0.296085
20.2667,0.285445,0.287966
20.4667,0.281255,0.285687
20.6667,0.283151,0.28699
20.8667,0.290701,0.295083
21.0667,0.294458,0.298902
21.2667,0.291614,0.295738
21.4667,0.285796,0.289651
21.6667,0.283935,0.288968
21.8667,0.28532,0.288613
22.0667,0.286284,0.289503
22.2667,0.286424,0.289565
22.4667,0.28541,0.288539
22.6667,0.285402,0.289175
