Time, Moving Output, Moving Baseline
0.266667,0,0.0931558
0.466667,0,0.0895584
0.666667,0.140063,0.0856019
0.866667,0.140063,0.0849308
1,0.118486,0.0852195
1.26667,0.118486,0.0701039
1.46667,0.115927,0.0613599
1.66667,0.115927,0.0626007
1.86667,0.115927,0.0644463
1.93333,0.0945644,0.0677082
2.26667,0.0945644,0.0745793
2.4,0.103476,0.0787776
2.66667,0.103476,0.0827302
2.86667,0.110796,0.0811929
3.06667,0.110796,0.0794292
3.26667,0.110796,0.0832023
3.33333,0.106855,0.0778607
3.66667,0.106855,0.0790547
3.8,0.104553,0.0856136
4.06667,0.104553,0.0917239
4.26667,0.128834,0.0932261
4.46667,0.128834,0.0718675
4.66667,0.128834,0.0657261
4.73333,0.118237,0.0588277
5.06667,0.118237,0.0659173
5.2,0.0800301,0.0650823
5.46667,0.0800301,0.0633069
5.66667,0.0884658,0.0701663
5.86667,0.0884658,0.0796516
6.06667,0.0884658,0.0986145
6.13333,0.125931,0.113781
6.46667,0.125931,0.123957
6.6,0.164376,0.109536
6.86667,0.164376,0.109582
7.06667,0.151504,0.111319
7.26667,0.151504,0.112025
7.46667,0.151504,0.113777
7.53333,0.175367,0.114979
7.86667,0.175367,0.121155
8,0.161469,0.133403
8.26667,0.161469,0.142401
8.46667,0.192075,0.1518
8.66667,0.192075,0.162191
8.86667,0.192075,0.16255
8.93333,0.218904,0.147504
9.26667,0.218904,0.143996
9.4,0.202617,0.141308
9.66667,0.202617,0.12448
9.86667,0.181114,0.1097
10.0667,0.181114,0.0986886
10.2667,0.181114,0.083491
10.3333,0.147547,0.0908381
10.6667,0.147547,0.0778334
10.8,0.114729,0.0850479
11.0667,0.114729,0.0725738
11.2667,0.113227,0.0644268
11.4667,0.113227,0.076101
11.6667,0.113227,0.0683403
11.7333,0.106617,0.0708413
12.0667,0.106617,0.0522687
12.2,0.088103,0.0440632
12.4667,0.088103,0.0431151
12.6667,0.0708062,0.0193374
12.8667,0.0708062,0.0256271
13.0667,0.0708062,0.0158492
13.1333,0.0509226,0.0152327
13.4667,0.0509226,0.0168246
13.6,0.0248585,0.0102579
13.8667,0.0248585,0.00893516
14.0667,0.0188146,0.00574737
14.2667,0.0188146,0.0140621
14.4667,0.0188146,0.0102071
14.5333,0.0251589,0.00820942
14.8667,0.0251589,0.0109563
15,0.0200982,0.00701936
15.2667,0.0200982,0.00728859
15.4667,0.0160872,0.0130087
15.6667,0.0160872,0.0200046
15.8667,0.0160872,0.0232353
15.9333,0.0300245,0.024558
16.2667,0.0300245,0.0182449
16.4,0.0286471,0.0163837
16.6667,0.0286471,0.0148581
16.8667,0.0143002,0.00830306
17.0667,0.0143002,0.00854107
17.2667,0.0143002,0.00857229
17.3333,0.0113231,0.00674234
17.6667,0.0113231,0.00557179
17.8,0.0141012,0.00797921
18.0667,0.0141012,0.00956725
18.2667,0.0187599,0.00830696
18.4667,0.0187599,0.0137188
18.6667,0.0187599,0.00909903
18.7333,0.0193959,0.0194818
19.0667,0.0193959,0.0287564
19.2,0.0393147,0.038308
19.4667,0.0393147,0.0392718
19.6667,0.0498535,0.0370399
19.8667,0.0498535,0.0437393
20.0667,0.0498535,0.0297006
20.1333,0.0589993,0.0233797
20.4667,0.0589993,0.0176986
20.6,0.0410627,0.022494
20.8667,0.0410627,0.029845
21.0667,0.0393381,0.0190018
21.2667,0.0393381,0.0153927
21.4667,0.0393381,0.013711
21.5333,0.0356275,0.0135354
21.8667,0.0356275,0.00592295
22,0.0156151,0.00749148
22.2667,0.0156151,0.00508016
22.4667,0.0133091,0.006239
22.6667,0.0133091,0.00759293
22.8667,0.0133091,0.0135081
22.9333,0.018003,0.017527
23.2667,0.018003,0.0174918
23.4,0.0279682,0.0262436
23.6667,0.0279682,0.0221974
23.8667,0.0341253,0.0243824
24.0667,0.0341253,0.023407
24.2667,0.0341253,0.0217409
24.3333,0.0360333,0.022572
24.6667,0.0360333,0.0228763
24.8,0.0309531,0.0233407
25.0667,0.0309531,0.0249911
25.2667,0.0313043,0.0250262
25.4667,0.0313043,0.0263958
25.6667,0.0313043,0.0232821
25.7333,0.0321275,0.0270279
26.0667,0.0321275,0.0360216
26.2,0.0528111,0.0507821
26.4667,0.0528111,0.04848
26.6667,0.0691363,0.0519683
26.8667,0.0691363,0.0520463
27.0667,0.0691363,0.0506104
27.1333,0.0854419,0.0627607
27.4667,0.0854419,0.084884
27.6,0.115349,0.091997
27.8667,0.115349,0.107491
28.0667,0.151387,0.114585
28.2667,0.151387,0.122759
28.4667,0.151387,0.135366
28.5333,0.176042,0.137508
28.8667,0.176042,0.147141
29,0.182406,0.147773
29.2667,0.182406,0.151898
29.4667,0.183257,0.155788
29.6667,0.183257,0.164824
29.8667,0.183257,0.154485
29.9333,0.195337,0.155175
30.2667,0.195337,0.154317
30.4,0.201341,0.153244
30.6667,0.201341,0.140407
30.8667,0.214397,0.1297
31.0667,0.214397,0.109118
31.2667,0.214397,0.0886765
31.3333,0.205415,0.0802837
31.6667,0.205415,0.0619998
31.8,0.148839,0.0520385
32.0667,0.148839,0.0491941
32.2667,0.136911,0.0358577
32.4667,0.136911,0.0187365
32.6667,0.136911,0.00422176
32.7333,0.0920009,0.00513869
33.0667,0.0920009,0.00565373
33.2,0.0605171,0.00229037
33.4667,0.0605171,0
33.6667,0.0161613,0.0066565
33.8667,0.0161613,0.0169105
34.0667,0.0161613,0.0291661
34.1333,0.0374925,0.0391001
34.4667,0.0374925,0.0514376
34.6,0.0697645,0.0611141
34.8667,0.0697645,0.0678487
35.0667,0.0974166,0.0721328
35.2667,0.0974166,0.0728976
35.4667,0.0974166,0.0824453
35.5333,0.113125,0.0829214
35.8667,0.113125,0.0949858
36,0.12828,0.0906509
36.2667,0.12828,0.0929139
36.4667,0.142939,0.0992544
36.6667,0.142939,0.0984662
36.8667,0.142939,0.0962383
36.9333,0.134156,0.0794917
37.2667,0.134156,0.0765926
37.4,0.126029,0.0771974
37.6667,0.126029,0.0653554
37.8667,0.153271,0.0619569
38.0667,0.153271,0.0557257
38.2667,0.153271,0.0285691
38.3333,0.106153,0.0148386
38.6667,0.106153,0.0239103
38.8,0.0454327,0.0276327
39.0667,0.0454327,0.0374808
39.2667,0.0560964,0.0323304
39.4667,0.0560964,0.0341955
39.6667,0.0560964,0.0470754
39.7333,0.058098,0.0386787
40.0667,0.058098,0.0412929
40.2,0.0597953,0.0452845
40.4667,0.0597953,0.039541
40.6667,0.0671424,0.0537007
40.8667,0.0671424,0.0623783
41.0667,0.0671424,0.0660343
41.1333,0.0876426,0.0723553
41.4667,0.0876426,0.0772676
41.6,0.100671,0.0642161
41.8667,0.100671,0.059647
42.0667,0.0969718,0.0569275
42.2667,0.0969718,0.0592647
42.4667,0.0969718,0.0561159
42.5333,0.0986184,0.0436886
42.8667,0.0986184,0.0394512
43,0.0816689,0.0363961
43.2667,0.0816689,0.0356782
43.4667,0.0474188,0.0389557
43.6667,0.0474188,0.0384914
43.8667,0.0474188,0.0413631
43.9333,0.0607474,0.0431775
44.2667,0.0607474,0.0459517
44.4,0.0628855,0.0486907
44.6667,0.0628855,0.0573996
44.8667,0.086472,0.0557374
45.0667,0.086472,0.0540245
45.2667,0.086472,0.0594598
45.3333,0.0802135,0.0601933
45.6667,0.0802135,0.0597329
45.8,0.0836666,0.0564593
46.0667,0.0836666,0.0462755
46.2667,0.0744466,0.0423542
46.4667,0.0744466,0.0397595
46.6667,0.0744466,0.0302547
46.7333,0.0758357,0.0246985
47.0667,0.0758357,0.0224745
47.2,0.0650315,0.0197627
47.4667,0.0650315,0.0161964
47.6667,0.0745013,0.0127433
47.8667,0.0745013,0.0149986
48.0667,0.0745013,0.00836549
48.1333,0.0496311,0.00689841
48.4667,0.0496311,0.00658626
48.6,0.0225291,0.00440905
48.8667,0.0225291,0.00612195
49.0667,0.0141792,0.00267274
49.2667,0.0141792,0.00693743
49.4667,0.0141792,0.00917317
49.5333,0.016532,0.00493189
49.8667,0.016532,0.00921999
50,0.0142689,0.00525965
50.2667,0.0142689,0.00250106
50.4667,0.0070974,0.00487727
50.6667,0.0070974,0.00206016
50.8667,0.0070974,0.00632874
50.9333,0.0106637,0.00335166
51.2667,0.0106637,0.0017207
51.4,0.012556,0.00250887
51.6667,0.012556,0
51.8667,0.0010652,0
52.0667,0.0010652,0.00457683
52.2667,0.0010652,0.00913805
52.3333,0.0170509,0.0047251
52.6667,0.0170509,0
52.8,0.00413592,0
53.0667,0.00413592,0
53.2667,0.00573177,0.00216161
53.4667,0.00573177,0.00879469
53.6667,0.00573177,0.0100979
53.7333,0.015974,0.0185219
54.0667,0.015974,0.0189082
54.2,0.0254749,0.0127355
54.4667,0.0254749,0.0125834
54.6667,0.0373482,0.0159545
54.8667,0.0373482,0.012318
55.0667,0.0373482,0.0113699
55.1333,0.0301493,0.0151703
55.4667,0.0301493,0.0150181
55.6,0.0206796,0.0124429
55.8667,0.0206796,0.00196651
56.0667,0.0243356,0.0114635
56.2667,0.0243356,0.00248155
56.4667,0.0243356,0.00274688
56.5333,0.0157867,0.00939947
56.8667,0.0157867,0
57,0.0155565,0.00615706
57.2667,0.0155565,0.0120176
57.4667,0.0202114,0.00671893
57.6667,0.0202114,0.00417104
57.8667,0.0202114,0.0150649
57.9333,0.0238635,0.00825234
58.2667,0.0238635,0
58.4,0.0127589,0.00755391
58.6667,0.0127589,0.0221896
58.8667,0.0302625,0.00442466
59.0667,0.0302625,0.00415933
59.2667,0.0302625,0.00935265
59.3333,0.0117991,0.0109836
59.6667,0.0117991,0.00808456
59.8,0.0175152,0.00918877
60.0667,0.0175152,0.00419445
60.2667,0.0131179,0.00180264
60.4667,0.0131179,0
60.6667,0.0131179,0.0115299
60.7333,0.0152717,0.0119435
61.0667,0.0152717,0.0179132
61.2,0.0220375,0.01693
61.4667,0.0220375,0
61.6667,0.0130126,0
61.8667,0.0130126,0
62.0667,0.0130126,0.00284832
62.1333,0.00320339,0
62.4667,0.00320339,0.0117367
62.6,0.0198563,0.0195793
62.8667,0.0198563,0.0198212
63.0667,0.0254906,0.0170314
63.2667,0.0254906,0.00591125
63.4667,0.0254906,0.00230597
63.5333,0.0175621,0.00694913
63.8667,0.0175621,0.0017207
64,0.00230207,0.00188458
64.2667,0.00230207,0
64.4667,0.00367161,0
64.6667,0.00367161,0.0017207
64.8667,0.00367161,0.0114089
64.9333,0.0206133,0.0139217
65.2667,0.0206133,0.0162042
65.4,0.0268016,0.0203402
65.6667,0.0268016,0.0244254
65.8667,0.0294587,0.0121034
66.0667,0.0294587,0.00772169
66.2667,0.0294587,0.00369502
66.3333,0.01542,0.00484996
66.6667,0.01542,0.0108236
