Time,Queue Density,Moving Density
0.2,0.119384,0.0778256
0.333333,0.111888,0.0805139
0.466667,0.114066,0.0660577
0.6,0.119953,0.0598499
0.733333,0.129813,0.0758591
0.866667,0.138413,0.066444
1,0.140723,0.0642395
1.13333,0.143969,0.0688631
1.26667,0.14647,0.0505909
1.4,0.146345,0.0494282
1.53333,0.149198,0.0555072
1.66667,0.150329,0.0521087
1.8,0.153369,0.0516561
1.93333,0.157325,0.0621442
2.06667,0.16347,0.0593076
2.2,0.166346,0.0638415
2.33333,0.171762,0.0716334
2.46667,0.174325,0.0701078
2.6,0.179679,0.0707906
2.73333,0.180724,0.0768501
2.86667,0.183151,0.0706346
3,0.184973,0.0685198
3.13333,0.18568,0.0762102
3.26667,0.187147,0.0697254
3.4,0.188543,0.0631587
3.53333,0.18877,0.0705058
3.66667,0.191587,0.0651642
3.8,0.196086,0.0616643
3.93333,0.199172,0.0756679
4.06667,0.202016,0.0719026
4.2,0.204623,0.0745988
4.33333,0.2044,0.0762571
4.46667,0.206039,0.0529437
4.6,0.203862,0.0455303
4.73333,0.201072,0.0546878
4.86667,0.203807,0.0464394
5,0.197245,0.0500135
5.13333,0.208728,0.0610946
5.26667,0.211065,0.0506299
5.4,0.216106,0.0513908
5.53333,0.218837,0.0574386
5.66667,0.221674,0.0540831
5.8,0.229224,0.0516288
5.93333,0.248003,0.0787893
6.06667,0.252888,0.0731902
6.2,0.260138,0.0818172
6.33333,0.267044,0.112704
6.46667,0.269409,0.0871119
6.6,0.278773,0.0869051
6.73333,0.285664,0.100647
6.86667,0.28923,0.0861794
7,0.28866,0.0884346
7.13333,0.280681,0.103784
7.26667,0.277251,0.0954228
7.4,0.277247,0.0903231
7.53333,0.282932,0.106496
7.66667,0.289522,0.0927891
7.8,0.290853,0.0926408
7.93333,0.300705,0.115006
8.06667,0.306757,0.110683
8.2,0.308676,0.116013
8.33333,0.310612,0.130668
8.46667,0.307982,0.121815
8.6,0.311778,0.124741
8.73333,0.317912,0.14761
8.86667,0.319933,0.117246
9,0.323878,0.109965
9.13333,0.327257,0.133949
9.26667,0.332005,0.0988759
9.4,0.334721,0.0974946
9.53333,0.338459,0.11526
9.66667,0.337718,0.0813841
9.8,0.338162,0.0721602
9.93333,0.334495,0.0970576
10.0667,0.333012,0.0721641
10.2,0.331237,0.0608683
10.3333,0.327729,0.0810758
10.4667,0.322754,0.0677316
10.6,0.318388,0.0579263
10.7333,0.318064,0.0684261
10.8667,0.314272,0.0627802
11,0.311931,0.0587769
11.1333,0.312953,0.0525965
11.2667,0.309074,0.0448201
11.4,0.307182,0.0526043
11.5333,0.303405,0.0588706
11.6667,0.303319,0.040891
11.8,0.299293,0.0362674
11.9333,0.299726,0.0535251
12.0667,0.299035,0.019154
12.2,0.297314,0.0229895
12.3333,0.29694,0.033419
12.4667,0.293939,0.0204455
12.6,0.295149,0.0124468
12.7333,0.293885,0.0164344
12.8667,0.294977,0.0104491
13,0.293791,0.0105193
13.1333,0.293323,0.00739394
13.2667,0.292328,0.0141831
13.4,0.290135,0.00977405
13.5333,0.288762,0.013473
13.6667,0.28946,0.0017207
13.8,0.289402,0.00785045
13.9333,0.288336,0.00872056
14.0667,0.287934,0.00385109
14.2,0.289671,0.00606342
14.3333,0.28772,0.010332
14.4667,0.28644,0.00740564
14.6,0.286471,0
14.7333,0.292324,0.0100823
14.8667,0.291189,0.00913805
15,0.290287,0.00598538
15.1333,0.290896,0.00180264
15.2667,0.290943,0.0058137
15.4,0.290908,0.011046
15.5333,0.291575,0.0114908
15.6667,0.293003,0.0142143
15.8,0.291473,0.0202036
15.9333,0.291758,0.0230051
16.0667,0.290077,0.0151507
16.2,0.290888,0.0135393
16.3333,0.286545,0.0143743
16.4667,0.288883,0.0107963
16.6,0.289632,0.0127433
16.7333,0.288442,0.00937996
16.8667,0.287817,0.006875
17,0.290151,0.00572786
17.1333,0.2931,0.00692962
17.2667,0.292983,0.00768657
17.4,0.293822,0.00703887
17.5333,0.294329,0
17.6667,0.29406,0.00188458
17.8,0.291676,0.00232158
17.9333,0.288594,0.00619608
18.0667,0.290026,0.000901319
18.2,0.288547,0
18.3333,0.287841,0.0130204
18.4667,0.28644,0.0092434
18.6,0.281625,0.00921609
18.7333,0.284594,0.0128097
18.8667,0.290673,0.0184205
19,0.296226,0.0213
19.1333,0.30314,0.0313511
19.2667,0.305426,0.0292792
19.4,0.308875,0.0317374
19.5333,0.311135,0.0350539
19.6667,0.31472,0.0312847
19.8,0.307709,0.0360177
19.9333,0.300237,0.0351124
20.0667,0.296085,0.0208825
20.2,0.291329,0.0183034
20.3333,0.287376,0.0172187
20.4667,0.285687,0.0113231
20.6,0.284692,0.0120137
20.7333,0.289764,0.0165632
20.8667,0.295083,0.0192672
21,0.298594,0.0131959
21.1333,0.29854,0.0128448
21.2667,0.295738,0.0112645
21.4,0.291676,0.0105622
21.5333,0.286608,0.0101486
21.6667,0.288968,0.00857229
21.8,0.289277,0.00213819
21.9333,0.289991,0.00520112
22.0667,0.289503,0.00360138
22.2,0.289476,0.00369502
22.3333,0.289167,0.003219
22.4667,0.288539,0.00546254
22.6,0.28827,0.00417884
22.7333,0.289121,0.00934485
22.8667,0.289745,0.0102384
23,0.290993,0.013274
23.1333,0.293081,0.011643
23.2667,0.297022,0.0146201
23.4,0.299609,0.0146279
23.5333,0.298774,0.0202231
23.6667,0.299499,0.0191345
23.8,0.300249,0.0208474
23.9333,0.299909,0.0197861
24.0667,0.301205,0.0191579
24.2,0.300927,0.0196651
24.3333,0.301415,0.0217019
24.4667,0.302141,0.0210542
24.6,0.301844,0.0217292
24.7333,0.303288,0.0220296
24.8667,0.302539,0.022096
25,0.301981,0.0216434
25.1333,0.301762,0.0242069
25.2667,0.300576,0.0225642
25.4,0.299964,0.0218931
25.5333,0.298551,0.0231768
25.6667,0.298746,0.0205665
25.8,0.298664,0.0215809
25.9333,0.304478,0.0282218
26.0667,0.308017,0.0327167
26.2,0.311696,0.0386397
26.3333,0.317822,0.0443207
26.4667,0.322668,0.0388582
26.6,0.324284,0.0383978
26.7333,0.326765,0.0494789
26.8667,0.325782,0.0420499
27,0.329067,0.0395449
27.1333,0.333258,0.0500564
27.2667,0.338373,0.0510591
27.4,0.343871,0.0641341
27.5333,0.361195,0.0842714
27.6667,0.371328,0.0767526
27.8,0.379003,0.0821566
27.9333,0.385948,0.0975961
28.0667,0.395991,0.0948375
28.2,0.402051,0.104229
28.3333,0.413054,0.120078
28.4667,0.420378,0.107382
28.6,0.427584,0.107312
28.7333,0.443523,0.131234
28.8667,0.451631,0.117776
29,0.458253,0.118549
29.1333,0.465276,0.139303
29.2667,0.468331,0.124109
29.4,0.473778,0.119825
29.5333,0.47768,0.141858
29.6667,0.472994,0.124409
29.8,0.48521,0.114023
29.9333,0.489042,0.137539
30.0667,0.492366,0.112961
30.2,0.491098,0.104198
30.3333,0.498164,0.138253
30.4667,0.499253,0.0970225
30.6,0.498402,0.0843026
30.7333,0.499027,0.112329
30.8667,0.50351,0.0723631
31,0.502312,0.0603143
31.1333,0.50523,0.0786606
31.2667,0.502655,0.0483123
31.4,0.510154,0.0329586
31.5333,0.509569,0.0458931
31.6667,0.513299,0.0226891
31.8,0.512999,0.0114791
31.9333,0.513381,0.0272113
32.0667,0.513108,0.0047407
32.2,0.511419,0.00975454
32.3333,0.515516,0.0112489
32.4667,0.515758,0.00323851
32.6,0.517033,0.00188458
32.7333,0.517065,0.00139295
32.8667,0.516159,0.00377305
33,0.522617,0
33.1333,0.524505,0
33.2667,0.525005,0
33.4,0.523378,0
33.5333,0.520877,0
33.6667,0.52799,0.0066565
33.8,0.531177,0.0123805
33.9333,0.540862,0.0199071
34.0667,0.547432,0.0246985
34.2,0.552571,0.0301727
34.3333,0.560351,0.0408559
34.4667,0.564409,0.0472081
34.6,0.572849,0.0506143
34.7333,0.590969,0.0574035
34.8667,0.592701,0.0597563
35,0.595183,0.0626905
35.1333,0.597579,0.0661006
35.2667,0.597313,0.0607591
35.4,0.598858,0.0615199
35.5333,0.596275,0.0784382
35.6667,0.596322,0.0717973
35.8,0.598101,0.0736624
35.9333,0.598862,0.0850947
36.0667,0.599011,0.0764248
36.2,0.599685,0.073081
36.3333,0.593915,0.0926408
36.4667,0.589389,0.0721797
36.6,0.594032,0.0758903
36.7333,0.592783,0.0850947
36.8667,0.593856,0.0657924
37,0.588796,0.0583126
37.1333,0.587254,0.0736428
37.2667,0.586099,0.0501032
37.4,0.58407,0.0497169
37.5333,0.587769,0.0586716
37.6667,0.58361,0.0363805
37.8,0.58242,0.0285808
37.9333,0.580165,0.0458268
38.0667,0.577843,0.0211127
38.2,0.57819,0.0102813
38.3333,0.577168,0.0129423
38.4667,0.576099,0.008822
38.6,0.579903,0.0146864
38.7333,0.584585,0.0176518
38.8667,0.587746,0.0208552
39,0.59226,0.0289866
39.1333,0.596615,0.0341643
39.2667,0.599795,0.0237191
39.4,0.602058,0.0243278
39.5333,0.604317,0.0394591
39.6667,0.613412,0.0368565
39.8,0.611332,0.0285886
39.9333,0.61651,0.0291466
40.0667,0.619663,0.036084
40.2,0.624427,0.0396619
40.3333,0.628594,0.040216
40.4667,0.635379,0.0342696
40.6,0.641665,0.0413007
40.7333,0.649574,0.0570757
40.8667,0.656851,0.0452025
41,0.659926,0.048203
41.1333,0.664366,0.0586989
41.2667,0.667788,0.0598929
41.4,0.67725,0.0578717
41.5333,0.679509,0.0557999
41.6667,0.681741,0.048921
41.8,0.683227,0.0408871
41.9333,0.685927,0.0487259
42.0667,0.689696,0.0407037
42.2,0.692389,0.0307697
42.3333,0.691831,0.0503373
42.4667,0.694125,0.0316671
42.6,0.6929,0.0289788
42.7333,0.693134,0.032666
42.8667,0.692908,0.0293416
43,0.693493,0.0321588
43.1333,0.69386,0.0328455
43.2667,0.695596,0.0313004
43.4,0.698659,0.0281672
43.5333,0.700992,0.0348315
43.6667,0.701702,0.0312145
43.8,0.699084,0.0312496
43.9333,0.698967,0.0400287
44.0667,0.699888,0.0317686
44.2,0.701831,0.0316866
44.3333,0.706537,0.0433023
44.4667,0.708105,0.0330015
44.6,0.708585,0.036997
44.7333,0.709401,0.0457527
44.8667,0.714157,0.0322992
45,0.714348,0.0338131
45.1333,0.715359,0.0478948
45.2667,0.713911,0.033142
45.4,0.712588,0.0287876
45.5333,0.710817,0.0459205
45.6667,0.710969,0.0285964
45.8,0.708737,0.0186273
45.9333,0.709377,0.036638
46.0667,0.709018,0.0128136
46.2,0.708687,0.0185726
46.3333,0.705983,0.0266377
46.4667,0.706045,0.00931753
46.6,0.707641,0.00786606
46.7333,0.708968,0.0128877
46.8667,0.708952,0.00422176
47,0.708074,0.00669551
47.1333,0.705916,0.00800652
47.2667,0.70658,0.00401497
47.4,0.708492,0.00625461
47.5333,0.709951,0.0125755
47.6667,0.711383,0.0017207
47.8,0.713806,0.0017207
47.9333,0.714091,0.00639117
48.0667,0.714317,0.00204845
48.2,0.716081,0.00205235
48.3333,0.711465,0.00468608
48.4667,0.711999,0.00457683
48.6,0.711882,0.0017207
48.7333,0.714805,0.00307463
48.8667,0.7158,0.00587223
49,0.717376,0.00354675
49.1333,0.716205,0.00130711
49.2667,0.718449,0.00564593
49.4,0.719249,0.00874787
49.5333,0.716931,0
49.6667,0.713771,0.0027898
49.8,0.71665,0.00724957
49.9333,0.716923,0.00606732
50.0667,0.712959,0.00149049
50.2,0.714005,0.00326972
50.3333,0.715558,0.00393303
50.4667,0.712417,0.00270396
50.6,0.713213,0
50.7333,0.716326,0.0012798
50.8667,0.716584,0.00447538
51,0.713068,0.00131101
51.1333,0.713533,0.00180264
51.2667,0.710466,0
51.4,0.715593,0.00180264
51.5333,0.714637,0
51.6667,0.715047,0
51.8,0.713221,0
51.9333,0.714344,0.00410861
52.0667,0.716818,0.00196261
52.2,0.718359,0.00380037
52.3333,0.717415,0.00196261
52.4667,0.716006,0.00138514
52.6,0.713193,0
52.7333,0.710364,0
52.8667,0.708765,0
53,0.705159,0.0017207
53.1333,0.706127,0
53.2667,0.706236,0.00216161
53.4,0.708593,0.00511918
53.5333,0.711305,0.0120176
53.6667,0.710813,0.00972332
53.8,0.711363,0.0128565
53.9333,0.711235,0.0151585
54.0667,0.713954,0.00993012
54.2,0.714403,0.00840841
54.3333,0.715402,0.0116976
54.4667,0.717895,0.00393303
54.6,0.720767,0
54.7333,0.721789,0.0114635
54.8667,0.722171,0.00393693
55,0.723525,0.00808066
