Time,Queue Density,Moving Density
0.266667,0.12395,0.11413
0.466667,0.13141,0.10763
0.666667,0.14159,0.09323
0.866667,0.15916,0.07719
1.06667,0.1686,0.08604
1.26667,0.1667,0.0737
1.46667,0.17352,0.07708
1.66667,0.17667,0.08004
1.86667,0.17287,0.07874
2.06667,0.18787,0.08897
2.26667,0.19385,0.08969
2.46667,0.20086,0.09557
2.66667,0.20353,0.09839
2.86667,0.20525,0.09718
3.06667,0.21428,0.09609
3.26667,0.213,0.09259
3.46667,0.22154,0.08773
3.66667,0.21522,0.09855
3.86667,0.22081,0.08945
4.06667,0.22515,0.0895
4.26667,0.23356,0.07334
4.46667,0.24044,0.06535
4.66667,0.23061,0.05935
4.86667,0.22571,0.06552
5.06667,0.2229,0.06694
5.26667,0.23919,0.07054
5.46667,0.24138,0.05921
5.66667,0.2482,0.07375
5.86667,0.27139,0.06863
6.06667,0.2869,0.08318
6.26667,0.30317,0.10365
6.46667,0.30386,0.12264
6.66667,0.31229,0.1082
6.86667,0.32469,0.12182
7.06667,0.31787,0.115
7.26667,0.31351,0.12826
7.46667,0.32409,0.12595
7.66667,0.33073,0.13073
7.86667,0.34135,0.13596
8.06667,0.35296,0.14017
8.26667,0.36059,0.14808
8.46667,0.36204,0.15661
8.66667,0.36812,0.17654
8.86667,0.37547,0.16561
9.06667,0.37268,0.16064
9.26667,0.37398,0.1402
9.46667,0.37989,0.13361
9.66667,0.37535,0.10363
9.86667,0.36999,0.10678
10.0667,0.37154,0.09923
10.2667,0.37696,0.07771
10.4667,0.36734,0.08929
10.6667,0.35914,0.08149
10.8667,0.35087,0.08455
11.0667,0.34646,0.06087
11.2667,0.34717,0.06335
11.4667,0.34082,0.07598
11.6667,0.332,0.04857
11.8667,0.32985,0.04181
12.0667,0.33001,0.03033
12.2667,0.32794,0.02678
12.4667,0.32758,0.01198
12.6667,0.32115,0.00821
12.8667,0.32216,0.01251
13.0667,0.3229,0.00576
13.2667,0.3255,0.00441
13.4667,0.32373,0.00503
13.6667,0.32375,0
13.8667,0.32802,0.01391
14.0667,0.31988,0
14.2667,0.32178,0
14.4667,0.3217,0.00644
14.6667,0.32953,0
14.8667,0.32612,0.00819
15.0667,0.32773,0
15.2667,0.32652,0.00441
15.4667,0.32651,0.01238
15.6667,0.32771,0.01386
15.8667,0.33096,0.0136
16.0667,0.32559,0.02259
16.2667,0.33258,0.0134
16.4667,0.32204,0.01188
16.6667,0.32959,0.01316
16.8667,0.32542,0.01139
17.0667,0.32986,0.00968
17.2667,0.32981,0.01291
17.4667,0.33059,0.00636
17.6667,0.32435,0
17.8667,0.32076,0.00524
18.0667,0.32171,0
18.2667,0.32297,0
18.4667,0.31893,0.01508
18.6667,0.32064,0.0119
18.8667,0.32992,0.01055
19.0667,0.33573,0.02029
19.2667,0.3432,0.03215
19.4667,0.34688,0.03976
19.6667,0.35852,0.04245
19.8667,0.34577,0.04901
20.0667,0.33561,0.02781
20.2667,0.33157,0.02383
20.4667,0.32524,0.0219
20.6667,0.32318,0.01908
20.8667,0.33141,0.02821
21.0667,0.33623,0.02124
21.2667,0.332,0.01193
21.4667,0.32372,0.01567
21.6667,0.31789,0
21.8667,0.32036,0
22.0667,0.32389,0.00462
22.2667,0.32631,0.00441
22.4667,0.33013,0
22.6667,0.32642,0.00928
22.8667,0.32485,0.01062
23.0667,0.33074,0.00504
23.2667,0.33695,0.01401
23.4667,0.33875,0.02214
23.6667,0.3358,0.02166
23.8667,0.34235,0.03181
24.0667,0.34685,0.02926
24.2667,0.34932,0.02949
24.4667,0.34402,0.02905
24.6667,0.34241,0.02919
24.8667,0.33838,0.02887
25.0667,0.33424,0.02944
25.2667,0.33684,0.02968
25.4667,0.33453,0.03058
25.6667,0.33675,0.02866
25.8667,0.34338,0.03282
26.0667,0.34612,0.04225
26.2667,0.34946,0.05251
26.4667,0.35588,0.05649
26.6667,0.36285,0.05183
26.8667,0.36404,0.05797
27.0667,0.36572,0.05604
27.2667,0.37807,0.0699
27.4667,0.39212,0.08987
27.6667,0.40781,0.10294
27.8667,0.42114,0.10609
28.0667,0.41929,0.12295
28.2667,0.44273,0.14065
28.4667,0.45783,0.14761
28.6667,0.47954,0.14422
28.8667,0.49689,0.15273
29.0667,0.5045,0.15921
29.2667,0.51057,0.13439
29.4667,0.51979,0.13808
29.6667,0.52617,0.14475
29.8667,0.53826,0.13795
30.0667,0.5378,0.12192
30.2667,0.53989,0.12273
30.4667,0.5333,0.10964
30.6667,0.5366,0.09727
30.8667,0.54136,0.09111
31.0667,0.54363,0.07486
31.2667,0.54166,0.05878
31.4667,0.54649,0.06391
31.6667,0.55812,0.0386
31.8667,0.54595,0.02467
32.0667,0.54371,0.01329
32.2667,0.55447,0.00833
32.4667,0.55617,0.00819
32.6667,0.55091,0
32.8667,0.55617,0
33.0667,0.55817,0
33.2667,0.55322,0
33.4667,0.55564,0
33.6667,0.56301,0.00928
33.8667,0.57068,0.0206
34.0667,0.58287,0.03194
34.2667,0.59906,0.04443
34.4667,0.60398,0.05924
34.6667,0.62604,0.06737
34.8667,0.63203,0.0761
35.0667,0.63824,0.08229
35.2667,0.64166,0.07736
35.4667,0.64069,0.07975
35.6667,0.64334,0.09766
35.8667,0.64353,0.10387
36.0667,0.64715,0.10336
36.2667,0.64363,0.09744
36.4667,0.63125,0.10159
36.6667,0.62452,0.09765
36.8667,0.62411,0.08751
37.0667,0.62506,0.08038
37.2667,0.61906,0.06925
37.4667,0.61792,0.0571
37.6667,0.6142,0.0416
37.8667,0.61141,0.02285
38.0667,0.60289,0.00903
38.2667,0.60673,0
38.4667,0.60479,0.00705
38.6667,0.61492,0.00911
38.8667,0.61899,0.01557
39.0667,0.62396,0.02762
39.2667,0.6261,0.03499
39.4667,0.63081,0.03128
39.6667,0.63923,0.03734
39.8667,0.64351,0.04273
40.0667,0.65168,0.03669
40.2667,0.65928,0.04044
40.4667,0.66842,0.04644
40.6667,0.68192,0.06185
40.8667,0.69019,0.06174
41.0667,0.70005,0.06819
41.2667,0.70537,0.06415
41.4667,0.71738,0.07492
41.6667,0.72129,0.07077
41.8667,0.72785,0.0626
42.0667,0.72957,0.06299
42.2667,0.72713,0.06151
42.4667,0.72863,0.04314
42.6667,0.72984,0.03775
42.8667,0.73105,0.03564
43.0667,0.73084,0.03836
43.2667,0.73331,0.04082
43.4667,0.73608,0.04094
43.6667,0.73633,0.04328
43.8667,0.73832,0.0462
44.0667,0.73863,0.04555
44.2667,0.74135,0.05188
44.4667,0.74421,0.05436
