Time (in s),Queue Density,Dynamic Density
181.667,0.0732527,0.0707282
181.867,0.0836549,0.0836549
182.067,0.0886765,0.0886765
182.267,0.105091,0.102715
182.467,0.121643,0.114518
182.667,0.132884,0.128779
182.867,0.141651,0.125268
183.067,0.142248,0.125217
183.267,0.144192,0.121741
183.467,0.145916,0.128764
183.667,0.149155,0.131304
183.867,0.153326,0.141932
184.067,0.156256,0.154633
184.267,0.161789,0.147059
184.467,0.164259,0.140227
184.667,0.16342,0.125119
184.867,0.167193,0.13551
185.067,0.159459,0.136329
185.267,0.170228,0.138159
185.467,0.184049,0.137558
185.667,0.187287,0.13844
185.867,0.193596,0.124019
186.067,0.190869,0.115236
186.267,0.188715,0.108295
186.467,0.192656,0.105134
186.667,0.201548,0.0902217
186.867,0.198782,0.0735336
187.067,0.204299,0.0664089
187.267,0.201833,0.043712
187.467,0.199028,0.0320495
187.667,0.200514,0.0311872
187.867,0.197592,0.0267274
188.067,0.199285,0.0168832
188.267,0.199391,0.0228529
188.467,0.199004,0.0171758
188.667,0.200908,0.0182839
188.867,0.204896,0.0200865
189.067,0.202387,0.0270123
189.267,0.204069,0.0234109
189.467,0.202087,0.0228256
189.667,0.206476,0.0285535
189.867,0.209551,0.0219906
190.067,0.211373,0.0237855
190.267,0.216297,0.033739
190.467,0.217862,0.0365834
190.667,0.217429,0.0331888
190.867,0.211751,0.0334776
191.067,0.209723,0.0293455
191.267,0.210218,0.0281516
191.467,0.20975,0.0284442
191.667,0.207912,0.024839
191.867,0.206687,0.0261929
192.067,0.20575,0.0241405
192.267,0.214951,0.0311638
192.467,0.221089,0.0463145
192.667,0.22938,0.0581331
192.867,0.230336,0.0664947
193.067,0.228264,0.0591749
193.267,0.22874,0.056947
193.467,0.229922,0.0545747
193.667,0.228412,0.0491785
193.867,0.23208,0.0542938
194.067,0.227757,0.0527057
194.267,0.22778,0.0473251
194.467,0.22897,0.0442583
194.667,0.228186,0.0464238
194.867,0.233055,0.0452923
195.067,0.230859,0.0416285
195.267,0.229005,0.0485425
195.467,0.237137,0.0535017
195.667,0.239251,0.0572747
195.867,0.236403,0.0529749
196.067,0.234585,0.042838
196.267,0.238288,0.0521165
196.467,0.256595,0.0574308
196.667,0.270805,0.0550507
196.867,0.282011,0.0708609
197.067,0.293569,0.0783562
197.267,0.312087,0.0752075
197.467,0.337573,0.0823868
197.667,0.354648,0.0780168
197.867,0.369674,0.0831594
198.067,0.383174,0.0828511
198.267,0.397162,0.0877245
198.467,0.404692,0.0904246
198.667,0.410385,0.0906431
198.867,0.421295,0.10023
199.067,0.440316,0.105724
199.267,0.445068,0.125849
199.467,0.457788,0.140547
199.667,0.466805,0.142018
199.867,0.482163,0.156073
200.067,0.498137,0.167458
200.267,0.512414,0.180845
200.467,0.533667,0.19385
200.667,0.54728,0.218264
200.867,0.564874,0.208037
201.067,0.586029,0.223496
201.267,0.594203,0.222454
201.467,0.612308,0.193678
201.667,0.624345,0.183042
201.867,0.639336,0.171785
202.067,0.646952,0.17555
202.267,0.650152,0.17589
202.467,0.661529,0.176725
202.667,0.653425,0.171614
202.867,0.655856,0.167692
203.067,0.663242,0.148421
203.267,0.667331,0.13599
203.467,0.663738,0.133395
203.667,0.668057,0.123926
203.867,0.668724,0.113742
204.067,0.667007,0.112899
204.267,0.676633,0.119333
204.467,0.682146,0.116227
204.667,0.686579,0.124722
204.867,0.692865,0.135159
205.067,0.699084,0.139186
205.267,0.709611,0.130937
205.467,0.714922,0.118026
205.667,0.718648,0.117331
205.867,0.718449,0.131858
206.067,0.730338,0.124218
206.267,0.736842,0.118404
206.467,0.742094,0.117312
206.667,0.739484,0.115525
206.867,0.742874,0.118065
207.067,0.745559,0.121729
207.267,0.742746,0.112817
207.467,0.732893,0.110554
207.667,0.73358,0.103094
207.867,0.731204,0.0983608
208.067,0.730291,0.0893438
208.267,0.732207,0.0780168
208.467,0.73063,0.0833506
208.667,0.732698,0.0693235
208.867,0.729409,0.0666118
209.067,0.726994,0.0410042
209.267,0.724571,0.0480938
209.467,0.731703,0.0347691
209.667,0.730974,0.0446953
209.867,0.732655,0.0359786
210.067,0.731099,0.016532
210.267,0.731996,0.0177884
210.467,0.733022,0.0218541
210.667,0.732917,0.0169807
210.867,0.733373,0.0229739
211.067,0.732882,0.0150688
211.267,0.734482,0.0102891
211.467,0.736136,0.011128
211.667,0.735457,0.0238596
211.867,0.733389,0.0307814
212.067,0.735593,0.0218658
212.267,0.735683,0.0289281
212.467,0.74074,0.0373209
212.667,0.73774,0.0314915
212.867,0.738262,0.0329586
213.067,0.739655,0.0277419
213.267,0.738418,0.0231651
213.467,0.740182,0.0126614
213.667,0.741844,0.0176089
213.867,0.743385,0.0175933
214.067,0.741282,0.0178469
214.267,0.744654,0.0109095
214.467,0.741392,0.00952823
214.667,0.740217,0.00966089
214.867,0.738941,0.00442856
215.067,0.739495,0.00578249
215.267,0.744798,0.012478
215.467,0.744486,0.0174801
215.667,0.744466,0.0184244
215.867,0.73921,0.0114557
216.067,0.740888,0.0167193
216.267,0.739335,0.0127277
216.467,0.739792,0.0144757
216.667,0.739671,0.0135276
216.867,0.736335,0.0167388
217.067,0.733182,0.0274298
217.267,0.732995,0.0208786
217.467,0.735317,0.0155175
217.667,0.735925,0.00625851
217.867,0.73662,0.0098989
218.067,0.739304,0.0129891
218.267,0.742781,0.0148971
218.467,0.744806,0.0171173
218.667,0.744423,0.00513869
218.867,0.743366,0.0137383
219.067,0.738695,0.014027
219.267,0.736428,0.0129423
219.467,0.735714,0.00620779
219.667,0.736331,0.01089
219.867,0.734973,0.00728859
220.067,0.734829,0.0121073
220.267,0.734696,0.0088142
220.467,0.733217,0.00801043
220.667,0.734442,0.0149791
220.867,0.7363,0.020426
221.067,0.73607,0.0224003
221.267,0.733444,0.0253618
221.467,0.730069,0.0322992
221.667,0.73008,0.0338287
221.867,0.727567,0.0341409
222.067,0.726635,0.0359162
222.267,0.724852,0.0350188
222.467,0.72262,0.0359669
222.667,0.721055,0.0499159
222.867,0.723155,0.040337
223.067,0.722288,0.0399897
223.267,0.721824,0.0349486
223.467,0.720704,0.0335205
223.667,0.719276,0.0401068
223.867,0.723279,0.0433531
224.067,0.720337,0.0426663
224.267,0.723201,0.0411212
224.467,0.722152,0.0460063
224.667,0.719346,0.0327674
224.867,0.714247,0.0347496
225.067,0.709436,0.0245892
225.267,0.708983,0.0132701
225.467,0.708484,0.00771389
225.667,0.707231,0.0124351
225.867,0.712046,0.00811577
226.067,0.710115,0.00950872
226.267,0.70784,0.00754611
226.467,0.705421,0.00204455
226.667,0.710193,0.00603221
226.867,0.718905,0.0120956
227.067,0.727111,0.0134457
227.267,0.72509,0.0128097
227.467,0.72356,0.013871
227.667,0.722101,0.00606342
227.867,0.718952,0.0017207
228.067,0.719003,0
228.267,0.721235,0
228.467,0.720493,0
228.667,0.722897,0
228.867,0.721492,0
229.067,0.7199,0.00376915
229.267,0.72001,0
229.467,0.720973,0.00223964
229.667,0.723767,0.0030044
229.867,0.725074,0.00287954
230.067,0.726038,0.000944239
230.267,0.729511,0.00440515
230.467,0.72873,0.00399546
230.667,0.727119,0.00329313
230.867,0.730494,0.0106442
231.067,0.728839,0.00968821
231.267,0.724984,0.0127355
231.467,0.720704,0.015182
231.667,0.718238,0.0106676
231.867,0.71578,0.00308634
232.067,0.715417,0.00506456
232.267,0.712327,0.00605562
232.467,0.71667,0.00230597
232.667,0.716252,0.0034453
232.867,0.714223,0.00271956
233.067,0.715589,0.00134613
233.267,0.714157,0
233.467,0.714036,0.00277419
233.667,0.713693,0.00292636
233.867,0.712959,0.00293026
234.067,0.711621,0.00197432
234.267,0.711336,0
234.467,0.714395,0
234.667,0.717485,0
234.867,0.716209,0
235.067,0.711531,0
235.267,0.712237,0
235.467,0.712073,0
235.667,0.713568,0.00260641
235.867,0.714461,0.00282882
236.067,0.710821,0
236.267,0.712943,0.00273907
236.467,0.718851,0.00995743
236.667,0.715316,0.0104413
236.867,0.716112,0.00469388
237.067,0.717251,0.00823673
237.267,0.71649,0.0113972
237.467,0.719417,0.0106051
237.667,0.723693,0.00682037
237.867,0.724489,0.00352334
238.067,0.724992,0.00953994
238.267,0.72415,0
238.467,0.725621,0
238.667,0.724758,0.0017207
238.867,0.725663,0.00417494
239.067,0.72516,0.0017207
239.267,0.725429,0.00392913
239.467,0.726097,0.00734712
239.667,0.731918,0.0120371
239.867,0.729128,0.00604781
240.067,0.723513,0.0141363
240.267,0.719276,0.00489678
240.467,0.71935,0.00303561
240.667,0.722015,0.00776851
240.867,0.72699,0.0135354
241.067,0.730248,0.0136212
241.267,0.731992,0.0169573
241.467,0.738976,0.0255179
241.667,0.742184,0.0305434
241.867,0.73914,0.0283779
242.067,0.737119,0.0188536
242.267,0.740697,0.0169144
242.467,0.739878,0.0167466
242.667,0.741462,0.0165866
242.867,0.744092,0.0159077
243.067,0.738547,0.0159233
243.267,0.737248,0.0150376
243.467,0.73987,0.0117171
243.667,0.738961,0.0100238
243.867,0.733089,0.0077451
244.067,0.734041,0.00906392
244.267,0.732191,0.00798311
244.467,0.733194,0.0106402
244.667,0.735988,0.00917317
244.867,0.735141,0.019392
245.067,0.733518,0.0219438
245.267,0.729889,0.0213468
245.467,0.729237,0.0202426
245.667,0.729667,0.0176011
245.867,0.729472,0.00872446
246.067,0.727923,0.00521673
246.267,0.726202,0.00423347
246.467,0.720572,0.00712081
246.667,0.721083,0.0107768
246.867,0.720088,0.0232899
247.067,0.719592,0.0204494
247.267,0.716869,0.0314642
247.467,0.719534,0.0245346
247.667,0.720006,0.0240664
247.867,0.71905,0.0215536
248.067,0.717825,0.0253696
248.267,0.717407,0.0212025
248.467,0.718507,0.0212025
248.667,0.716276,0.0221272
248.867,0.717353,0.0212844
249.067,0.716904,0.0239025
249.267,0.72152,0.0216239
249.467,0.721024,0.018159
249.667,0.719093,0.0163954
249.867,0.715218,0.00842792
250.067,0.715218,0.00938777
250.267,0.71633,0.00453001
250.467,0.71569,0
250.667,0.716104,0
250.867,0.714543,0.00706228
251.067,0.714247,0.00802213
251.267,0.713966,0.0189667
251.467,0.715445,0.0232587
251.667,0.718605,0.0364195
251.867,0.71736,0.0265128
252.067,0.717356,0.0213195
252.267,0.716709,0.019751
252.467,0.718777,0.0119825
252.667,0.718305,0.00348042
252.867,0.718106,0.0017207
253.067,0.724118,0.0055835
253.267,0.723951,0.0138788
253.467,0.725156,0.015299
253.667,0.723116,0.01979
253.867,0.72294,0.0200436
254.067,0.72239,0.0189784
254.267,0.723381,0.0127355
254.467,0.723986,0.0116391
254.667,0.728402,0.00364039
254.867,0.729304,0
255.067,0.728999,0
255.267,0.728453,0
255.467,0.726697,0.0017207
255.667,0.726998,0
255.867,0.726701,0.0017207
256.067,0.726292,0.00317608
256.267,0.729179,0.00356626
256.467,0.729987,0.00260251
256.667,0.728246,0.00248546
256.867,0.732316,0.00372233
257.067,0.730974,0.00585662
257.267,0.731126,0.00929412
257.467,0.730927,0.00668771
257.667,0.731438,0.00941118
257.867,0.731126,0.0214366
258.067,0.736538,0.0199929
258.267,0.733736,0.0126536
258.467,0.732574,0.0124
258.667,0.73248,0.0194974
258.867,0.733291,0.0234343
259.067,0.733615,0.0242303
259.267,0.733174,0.0158414
259.467,0.733736,0.0179523
259.667,0.732765,0.0375159
259.867,0.731469,0.0433297
260.067,0.732074,0.0435169
260.267,0.730931,0.0449021
260.467,0.730841,0.0397634
260.667,0.730205,0.0314681
260.867,0.730096,0.0222442
261.067,0.730654,0.0123258
261.267,0.730673,0.0145733
261.467,0.73296,0.0151507
261.667,0.73058,0.017207
261.867,0.733779,0.0166725
262.067,0.733959,0.0208669
262.267,0.732398,0.0200709
262.467,0.731598,0.0137734
262.667,0.733151,0.0220296
262.867,0.730322,0.0277692
263.067,0.731575,0.0254867
263.267,0.730619,0.0121424
263.467,0.730919,0.00853717
263.667,0.73152,0.00661358
263.867,0.730993,0.0147098
264.067,0.731103,0.0243902
264.267,0.727517,0.0263138
264.467,0.728309,0.0149791
264.667,0.735804,0.00804944
264.867,0.73289,0.004729
265.067,0.732862,0.00652774
265.267,0.733963,0.0140153
265.467,0.729889,0.0255062
265.667,0.726912,0.0254476
265.867,0.727177,0.0284091
266.067,0.72937,0.0167856
266.267,0.729136,0.00701936
266.467,0.728324,0.00297708
266.667,0.728687,0.00180264
266.867,0.725472,0
267.067,0.726217,0.00552107
267.267,0.725488,0.00305512
267.467,0.725827,0.00377696
267.667,0.721598,0.00673063
267.867,0.722378,0.0102891
268.067,0.737006,0.0178352
268.267,0.735804,0.0283272
268.467,0.733857,0.0242537
268.667,0.73305,0.0258924
268.867,0.731809,0.0288851
269.067,0.732808,0.0322641
269.267,0.733073,0.0383392
269.467,0.731422,0.031991
269.667,0.733623,0.0215536
269.867,0.731415,0.0113387
270.067,0.73047,0.00114713
270.267,0.730771,0.00111202
270.467,0.731383,0
270.667,0.731633,0.0045222
270.867,0.730923,0.00719885
271.067,0.731216,0.0114752
271.267,0.730002,0.0142923
271.467,0.730353,0.0262904
271.667,0.731836,0.0131335
271.867,0.732254,0.00885322
272.067,0.730521,0.0109641
272.267,0.730763,0.0127862
272.467,0.730424,0.00676965
272.667,0.730205,0.0184322
272.867,0.731344,0.0116976
273.067,0.7358,0.0140231
273.267,0.73932,0.00443246
273.467,0.7412,0.00716373
273.667,0.73939,0.00630143
273.867,0.738629,0.00753831
274.067,0.736729,0.00354285
274.267,0.734606,0.00359747
274.467,0.733795,0.00934485
274.667,0.7355,0.00779192
274.867,0.731902,0.0107378
275.067,0.731395,0.00825624
275.267,0.735301,0.0109095
275.467,0.736331,0.0107924
275.667,0.734501,0.0141987
275.867,0.735984,0.0125326
276.067,0.737552,0.0157477
276.267,0.739694,0.0370438
276.467,0.737716,0.0429005
276.667,0.740986,0.0498496
276.867,0.744263,0.0552419
277.067,0.748758,0.0716724
277.267,0.753253,0.0861833
277.467,0.75609,0.109938
277.667,0.759742,0.133263
277.867,0.766909,0.132186
278.067,0.776051,0.146899
278.267,0.782236,0.148089
278.467,0.792989,0.13748
278.667,0.798097,0.15768
278.867,0.809166,0.175
279.067,0.823501,0.180615
279.267,0.839881,0.191571
279.467,0.853315,0.180693
279.667,0.858672,0.208349
279.867,0.874463,0.203913
280.067,0.878903,0.242685
280.267,0.871385,0.279393
280.467,0.868532,0.318747
280.667,0.877034,0.375
280.867,0.881408,0.420705
281.067,0.886922,0.462513
281.267,0.899103,0.477988
281.467,0.902572,0.493072
281.667,0.906477,0.501586
281.867,0.90858,0.511813
282.067,0.912576,0.518653
282.267,0.903793,0.510849
282.467,0.904011,0.537674
282.667,0.869348,0.557226
282.867,0.824512,0.578744
283.067,0.822089,0.562095
283.267,0.789091,0.56922
283.467,0.79462,0.595351
283.667,0.764206,0.610014
283.867,0.743163,0.608808
284.067,0.724419,0.619284
284.267,0.719339,0.619518
284.467,0.717532,0.614571
284.667,0.727154,0.614731
284.867,0.742231,0.621664
285.067,0.747416,0.622796
285.267,0.741696,0.624883
285.467,0.751384,0.636222
285.667,0.753967,0.634958
285.867,0.761861,0.646734
286.067,0.763363,0.649266
286.267,0.746671,0.651014
286.467,0.743307,0.65158
286.667,0.745617,0.6565
286.867,0.75005,0.651307
287.067,0.759738,0.650101
287.267,0.767807,0.646492
287.467,0.769703,0.645863
287.667,0.77055,0.643881
287.867,0.764803,0.655887
288.067,0.74957,0.654143
288.267,0.752906,0.657315
288.467,0.759687,0.656964
288.667,0.766839,0.667702
288.867,0.76426,0.674667
289.067,0.750085,0.659785
289.267,0.740873,0.648739
289.467,0.737201,0.637112
289.667,0.719674,0.619085
289.867,0.709982,0.595472
290.067,0.701648,0.586068
290.267,0.702998,0.575693
290.467,0.693688,0.575685
290.667,0.693263,0.587325
290.867,0.683887,0.592959
291.067,0.679684,0.603899
291.267,0.675209,0.603888
291.467,0.684004,0.585393
291.667,0.68398,0.596697
291.867,0.677858,0.602842
292.067,0.673235,0.5969
292.267,0.669278,0.597746
292.467,0.659266,0.594032
292.667,0.663835,0.603927
292.867,0.66705,0.613556
293.067,0.656632,0.622062
293.267,0.643753,0.63367
293.467,0.631165,0.628282
293.667,0.61786,0.608941
293.867,0.59267,0.59267
294.067,0.580446,0.580446
294.267,0.591285,0.591285
294.467,0.59475,0.59475
294.667,0.602378,0.602378
294.867,0.601324,0.594254
295.067,0.609202,0.609202
295.267,0.630962,0.630962
295.467,0.641392,0.641392
295.667,0.645719,0.645719
295.867,0.649551,0.649551
296.067,0.646148,0.646148
296.267,0.639281,0.639281
296.467,0.632348,0.632348
296.667,0.629866,0.629866
296.867,0.615285,0.615285
297.067,0.599381,0.599381
297.267,0.59791,0.59791
297.467,0.587578,0.587578
297.667,0.580422,0.580422
297.867,0.575892,0.575892
298.067,0.57679,0.57679
298.267,0.572002,0.572002
298.467,0.575334,0.575334
298.667,0.573145,0.573145
298.867,0.559388,0.559388
299.067,0.540671,0.540671
299.267,0.553215,0.553215
299.467,0.537928,0.537928
299.667,0.539722,0.539722
299.867,0.529164,0.529164
300.067,0.537826,0.532925
300.267,0.563059,0.529203
300.467,0.585896,0.53918
300.667,0.626374,0.542387
300.867,0.657908,0.553629
301.067,0.68851,0.571897
301.267,0.699123,0.567991
301.467,0.703009,0.564604
301.667,0.707013,0.554561
301.867,0.721059,0.554542
302.067,0.74271,0.56158
302.267,0.747986,0.548123
302.467,0.742355,0.536336
302.667,0.740018,0.53769
302.867,0.728406,0.546051
303.067,0.701082,0.561772
303.267,0.677593,0.559548
303.467,0.655037,0.575116
303.667,0.643281,0.58844
303.867,0.612597,0.610158
304.067,0.627377,0.627377
304.267,0.635961,0.635961
304.467,0.637931,0.637931
304.667,0.629928,0.629928
304.867,0.637455,0.637455
305.067,0.635953,0.635953
305.267,0.634111,0.634111
305.467,0.618188,0.618188
305.667,0.606701,0.606701
305.867,0.592307,0.592307
306.067,0.58471,0.58471
306.267,0.575451,0.575451
306.467,0.573816,0.573816
306.667,0.558268,0.558268
306.867,0.56206,0.56206
307.067,0.556414,0.556414
307.267,0.542422,0.542422
307.467,0.53019,0.53019
307.667,0.518383,0.518383
307.867,0.509019,0.509019
308.067,0.497524,0.497524
308.267,0.488722,0.488722
308.467,0.465405,0.465405
308.667,0.448252,0.448252
308.867,0.444401,0.444401
309.067,0.463262,0.463262
309.267,0.470325,0.470325
309.467,0.480875,0.480875
309.667,0.47919,0.47919
309.867,0.485608,0.485608
310.067,0.486751,0.486751
310.267,0.501785,0.501785
310.467,0.494571,0.494571
310.667,0.501317,0.501317
310.867,0.504122,0.504122
311.067,0.49768,0.49768
311.267,0.490649,0.490649
311.467,0.468066,0.468066
311.667,0.464636,0.464636
311.867,0.442922,0.442922
312.067,0.434237,0.434237
312.267,0.409538,0.409538
312.467,0.41783,0.41783
312.667,0.413089,0.413089
312.867,0.418899,0.418899
313.067,0.422399,0.422399
313.267,0.435169,0.435169
313.467,0.447304,0.447304
313.667,0.445962,0.445962
313.867,0.452271,0.452271
314.067,0.451822,0.451822
314.267,0.465549,0.465549
314.467,0.486385,0.486385
314.667,0.494606,0.494606
314.867,0.517326,0.517326
315.067,0.539769,0.539769
315.267,0.549379,0.549379
315.467,0.552013,0.552013
315.667,0.54211,0.54211
315.867,0.532996,0.532996
316.067,0.52257,0.52257
316.267,0.502718,0.502718
316.467,0.507369,0.507369
316.667,0.505925,0.505925
316.867,0.484871,0.484871
317.067,0.461858,0.461858
317.267,0.433691,0.433691
317.467,0.411997,0.411997
317.667,0.37409,0.37409
317.867,0.347144,0.347144
318.067,0.309262,0.309262
318.267,0.270298,0.270298
318.467,0.235439,0.235439
318.667,0.195239,0.195239
318.867,0.165585,0.165585
319.067,0.140914,0.140914
319.267,0.107776,0.107776
319.467,0.0819225,0.0819225
319.667,0.0585857,0.0585857
319.867,0.038191,0.0294431
320.067,0.0315774,0.0164579
320.267,0.0313199,0.00589564
320.467,0.031792,0.000944239
320.667,0.0323226,0.00875177
320.867,0.0320495,0.00759683
321.067,0.0328767,0.00375745
321.267,0.0326231,0.00963748
321.467,0.031909,0.00599319
321.667,0.035128,0.00737443
321.867,0.0355963,0.0110421
322.067,0.034254,0.00531427
322.267,0.0359396,0.0359396
322.467,0.0345233,0.0170899
322.667,0.0335556,0.00978965
322.867,0.0319364,0.0154434
323.067,0.0312145,0.0181668
323.267,0.0286627,0.00705058
323.467,0.0289124,0.0164032
323.667,0.0266962,0.00895857
323.867,0.0264582,0.0183346
324.067,0.0214756,0.0182917
324.267,0.0202153,0.0104842
324.467,0.0191891,0.0165983
324.667,0.0155643,0.0088064
324.867,0.0186156,0.0151195
325.067,0.0185141,0.0185141
325.267,0.0180069,0.00695303
325.467,0.020664,0.020664
325.667,0.0150376,0.0103008
325.867,0.0132428,0.0112294
326.067,0.0160716,0.0160716
326.267,0.0133325,0.00566934
326.467,0.0207225,0.0207225
326.667,0.0122127,0.0105115
326.867,0.0176479,0.0128916
327.067,0.0209176,0.0209176
327.267,0.0224901,0.0206952
327.467,0.0312652,0.0279292
327.667,0.0295523,0.0213273
327.867,0.0292909,0.0224666
328.067,0.0496701,0.0378437
328.267,0.0637869,0.0566114
328.467,0.0763429,0.0763429
328.667,0.10062,0.10062
328.867,0.12645,0.12645
329.067,0.153295,0.153295
329.267,0.174329,0.174329
329.467,0.181243,0.181243
329.667,0.190451,0.190451
329.867,0.199316,0.199316
330.067,0.195044,0.195044
330.267,0.192676,0.192676
330.467,0.191064,0.191064
330.667,0.178329,0.178329
330.867,0.163502,0.163502
331.067,0.144266,0.144266
331.267,0.121994,0.121994
331.467,0.118116,0.118116
331.667,0.12437,0.12437
331.867,0.152569,0.152569
332.067,0.166725,0.166725
332.267,0.176526,0.176526
332.467,0.174793,0.174793
332.667,0.179675,0.179675
332.867,0.188805,0.188805
333.067,0.194127,0.194127
333.267,0.204884,0.204884
333.467,0.200042,0.200042
333.667,0.194111,0.194111
333.867,0.183163,0.183163
334.067,0.171442,0.171442
334.267,0.147368,0.147368
334.467,0.12034,0.12034
334.667,0.0941547,0.0941547
334.867,0.0749695,0.0749695
335.067,0.0627256,0.0627256
335.267,0.0546683,0.0546683
335.467,0.0443129,0.0443129
335.667,0.0445041,0.0366146
335.867,0.0463458,0.0398414
336.067,0.0494594,0.0415036
336.267,0.0519293,0.0443909
336.467,0.0575635,0.0502554
336.667,0.0781612,0.0727376
336.867,0.104853,0.0913415
337.067,0.131464,0.105891
337.267,0.158484,0.121214
337.467,0.185996,0.13224
337.667,0.220324,0.140746
337.867,0.244948,0.154051
338.067,0.272596,0.183241
338.267,0.299289,0.206937
338.467,0.320035,0.238467
338.667,0.306226,0.250571
338.867,0.291001,0.252849
339.067,0.253946,0.246919
339.267,0.251234,0.251234
339.467,0.260949,0.260949
339.667,0.249665,0.249665
339.867,0.23542,0.23542
340.067,0.232579,0.232579
340.267,0.210671,0.210671
340.467,0.184618,0.184618
340.667,0.150473,0.150473
340.867,0.13201,0.13201
341.067,0.117928,0.117928
341.267,0.0901787,0.0901787
341.467,0.0654451,0.0654451
341.667,0.0429161,0.0387918
341.867,0.0251511,0.0251511
342.067,0.0229544,0.00761244
342.267,0.0240859,0.0021538
342.467,0.0235904,0.000944239
342.667,0.0226695,0.00246985
342.867,0.0226305,0
343.067,0.0231651,0
343.267,0.0226305,0
343.467,0.0226305,0
343.667,0.0225876,0
343.867,0.0225837,0
344.067,0.0223964,0
344.267,0.0226032,0
344.467,0.0225252,0
344.667,0.0225291,0
344.867,0.0225447,0
345.067,0.0225486,0
345.267,0.0230792,0.00103008
345.467,0.0232938,0.00210698
345.667,0.0233914,0
345.867,0.0234226,0
346.067,0.0234304,0
346.267,0.0234304,0
346.467,0.023368,0
346.667,0.0233758,0
346.867,0.0233992,0
347.067,0.0233172,0
347.267,0.0233133,0
347.467,0.0233133,0
347.667,0.0233055,0
347.867,0.0233055,0
348.067,0.023329,0
348.267,0.0227983,0
348.467,0.0222364,0.000901319
348.667,0.0227632,0
348.867,0.0222364,0.00103008
349.067,0.0226227,0
349.267,0.022494,0
349.467,0.022494,0
349.667,0.0223262,0
349.867,0.022334,0
350.067,0.0222872,0
350.267,0.0222794,0
350.467,0.0222755,0
350.667,0.0261695,0.00423347
350.867,0.0487649,0.0274727
351.067,0.0691597,0.0500018
351.267,0.0838578,0.0705292
351.467,0.0891253,0.084326
351.667,0.0930193,0.0908577
351.867,0.0967299,0.0906353
352.067,0.0993441,0.0943303
352.267,0.10284,0.0946307
352.467,0.106145,0.0929881
352.667,0.108342,0.0933236
352.867,0.125713,0.108061
353.067,0.155878,0.136427
353.267,0.182562,0.163303
353.467,0.204354,0.181797
353.667,0.219274,0.193038
353.867,0.226723,0.192441
354.067,0.231456,0.182917
354.267,0.240239,0.181228
354.467,0.244378,0.171063
354.667,0.244183,0.151371
354.867,0.244304,0.133805
355.067,0.240445,0.13812
355.267,0.240492,0.107261
355.467,0.236036,0.102992
355.667,0.242232,0.10682
355.867,0.248947,0.112708
356.067,0.263591,0.123083
356.267,0.264406,0.13647
356.467,0.266361,0.137153
356.667,0.267739,0.13867
356.867,0.269795,0.140368
357.067,0.279167,0.149123
357.267,0.29758,0.167532
357.467,0.318532,0.181657
357.667,0.334167,0.190104
357.867,0.338783,0.201657
358.067,0.350207,0.200062
358.267,0.355424,0.205146
358.467,0.359833,0.200284
358.667,0.363739,0.196847
358.867,0.366533,0.197213
359.067,0.370138,0.196718
359.267,0.372061,0.192648
359.467,0.385148,0.208478
359.667,0.394895,0.214994
359.867,0.413616,0.211615
360.067,0.417432,0.208107
360.267,0.418688,0.192344
360.467,0.414018,0.189847
360.667,0.415418,0.163186
360.867,0.416839,0.151722
361.067,0.415091,0.155054
361.267,0.415422,0.136173
361.467,0.431154,0.15038
361.667,0.448354,0.159214
361.867,0.456512,0.16644
362.067,0.465771,0.166108
362.267,0.477875,0.183019
362.467,0.483509,0.185613
362.667,0.492296,0.196402
362.867,0.507876,0.204631
363.067,0.516468,0.221966
363.267,0.529156,0.226137
363.467,0.541708,0.219891
363.667,0.54037,0.217542
363.867,0.532801,0.207709
364.067,0.530097,0.198688
364.267,0.53037,0.183104
364.467,0.523608,0.172105
364.667,0.524232,0.158386
364.867,0.52426,0.148288
365.067,0.518719,0.127039
365.267,0.508953,0.116153
365.467,0.508563,0.110082
365.667,0.524217,0.116512
365.867,0.543234,0.113094
366.067,0.553344,0.108607
366.267,0.564249,0.104178
366.467,0.574082,0.106047
366.667,0.584371,0.0951692
366.867,0.593856,0.0753011
367.067,0.599943,0.0584609
367.267,0.61541,0.0358811
367.467,0.620662,0.0339848
367.667,0.62733,0.0383275
367.867,0.628844,0.0291309
368.067,0.633023,0.0383158
368.267,0.629889,0.0395605
368.467,0.635313,0.0442466
368.667,0.646687,0.041609
368.867,0.657768,0.0393771
369.067,0.666465,0.0458151
369.267,0.675697,0.044945
369.467,0.68867,0.0537007
369.667,0.697644,0.056709
369.867,0.707922,0.061157
370.067,0.719019,0.0681608
370.267,0.72667,0.0698269
370.467,0.730369,0.0701039
370.667,0.729932,0.0723514
370.867,0.729998,0.0692182
371.067,0.729784,0.0759293
371.267,0.731516,0.0791756
371.467,0.735952,0.0902022
371.667,0.741622,0.0934446
371.867,0.748567,0.0951614
372.067,0.753,0.1003
372.267,0.752512,0.101041
372.467,0.756975,0.107495
372.667,0.761299,0.103055
372.867,0.761221,0.0974127
373.067,0.769571,0.0912049
373.267,0.766621,0.0791444
373.467,0.7638,0.0820669
373.667,0.764463,0.0638259
373.867,0.759519,0.0470286
374.067,0.761888,0.050985
374.267,0.762309,0.0468257
374.467,0.762294,0.0551404
374.667,0.757522,0.0523194
374.867,0.758891,0.0420264
375.067,0.758068,0.0493033
375.267,0.756293,0.0324553
375.467,0.754798,0.0235943
